Following orders had an error in the label creation process and can be retried but may require manual creation: %1,Er ging iets fout bij het aanmaken van labels voor de volgende bestelling(en). Probeer het opnieuw of maak handmatig aan: %1
Following orders have missing labels which could not be retrieved or the label ID was invalid: %1,Voor de volgende bestelling(en) konden labels niet worden gevonden of het label ID was ongeldig: %1
Following orders have missing labels: %1,Voor de volgende bestelling(en) ontbreken er labels: %1
Following orders have not categorized errors: %1,De volgende bestelling(en) hebben onbekende fouten: %1
Google Maps Javascript API Key,Google Maps Javascript API-sleutel
Hide Shipper,Verberg Verzender
Hide all errors,Verberg alle foutmeldingen
Hide download button,Verberg downloadknop
Home delivery,Thuisbezorging
Housenumber addition,Toevoeging
Housenumber,Huisnummer
Import,Importeren
In stock only,Alleen op voorraad
In the mailbox,Door de brievenbus
Invalid system.xml shipping method not found in ID,Ongeldige system.xml verzendmethode niet gevonden in ID
Item count vs. Destination,Aantal producten vs. Bestemming
Label Settings,Labelinstellingen
Last name,Achternaam
Link to the new order,Link naar nieuwe bestelling
Link to the previous order,Link naar vorige bestelling
Log file did not exist,Logbestand bestaat niet
Log file has been reset,Logbestand is gereset
Log file is empty,Logbestand is leeg
Log file not found,Logbestand niet gevonden
Make sure to test your filled credentials. We will search for your account ID and Organization ID,Controleer uw gegevens. Wij zoeken naar uw account ID en bedrijf ID
Morning delivery,Ochtendbezorging
Morning,Ochtendbezorging
Multiple labels per page,Meerdere labels per pagina
My DHL Parcel Account ID,My DHL Parcel accountnummer
No DHL Parcel bulk operations enabled. Click here to go to the settings page. Bulk operations can be found in the Usability tab.,Er is geen DHL Parcel bulk handeling ingeschakeld. Klik hier om naar Instellingen te gaan. Bulk handelingen vindt u in het scherm Toegankelijkheid
No DHL services could be found for this order with the selected service options: %1,Er konden geen DHL services gevonden worden voor deze bestelling met gekozen bezorgopties: %1
No delivery to neighbour,Niet bij buren
No neighbour and evening delivery,Niet bij buren en avondbezorging
No neighbour and evening,Niet bij buren en avondbezorging
No neighbour delivery,Niet bij buren
No neighbour,Niet bij buren
No printer selected,Geen printer geselecteerd
No printers found,Geen printers gevonden
No shipment ID provided in request,Er is geen zending ID opgegeven voor deze handeling
No shipping method selected,Geen verzendmethode gekozen
No,Nee
None of the %1 order(s) have downloaded all their labels due to errors,Voor geen van de %1 bestelling(en) konden labels worden gedownload door fouten
None of the %1 order(s) have printed all their labels due to errors,Voor geen van de %1 bestelling(en) konden labels worden geprint door fouten
None of the selected order(s) have DHL Parcel labels,Geen van de geselecteerde bestelling(en) hebben DHL Parcel labels
Number of days,Aantal dagen
One of the labels you are trying to print is invalid,Een van de labels die u probeert te printen is ongeldig
Order # %1,Bestelling # %1
Order Date (%1),Besteldatum (%1)
Order Date,Besteldatum
Order ID,Bestelling ID
Order Status,Bestelstatus
Order Subtotal (and above),Bestelbedrag (en hoger)
Order and Account information,Bestel- en accountinformatie
Order items (and above),Aantal producten (en hoger)
Order number,Bestelnummer
Order weight (and above),Gewicht van de bestelling (en hoger)
Package,Pakket
Phonenumber,Telefoonnummer
Placed from IP,Geplaatst vanaf IP
"Please choose a DHL ServicePoint.","Kies een DHL punt."
"Please choose a DHL ServicePoint","Kies een DHL punt"
Please choose the moment of delivery,Kies bezorgmoment
Please correct Table Rates File Format.,Corrigeer het Table Rates bestandformaat
Please correct Table Rates format in the Row #%1.,Corrigeer het Table Rates format in rij #%1
Postal Code,Postcode
Preferred moment of delivery,Gewenst bezorgmoment
Price vs. Destination,Prijs vs. Bestemming
Pricing method,Tariefinstelling
Print 3 labels per A4 sheet,Print 3 labels op een A4 vel
Print DHL Labels,Print DHL labels
Print an extra label for return shipments,Print een extra label voor retourzendingen
Print labels,Print labels
Print service settings,Print service-instellingen
Purchased From,Gekocht vanaf
Reference 2,Referentie 2
Reference,Referentie
Region/State,Regio/Staat
Regular,Normaal
Remove package,Verwijder pakket
Reset log,Reset log
Return Address,Retouradres
Return label,Retourlabel
Same-day delivery,DHL Vandaag
Same-day delivery,Vandaag bezorgen
Saturday delivery (9 AM to 3 PM),Zaterdagbezorging (tussen 9u en 15u)
Saturday delivery,Zaterdagbezorging
Select this ServicePoint,Kies dit DHL punt
Selected date has passed,Gekozen datum ligt in het verleden
Send in\n%s days,Verzend\n%s dagen
Send to business,Verzend zakelijk
Send\nASAP,Verzend\nz.s.m.
Send\ntoday,Verzend\nvandaag
Send\ntomorrow,Verzend\nmorgen
Servicepoint ID,DHL ServicePoint ID
Shipment insurance,Aanvullende verzekering
Shipment not found,Zending niet gevonden
Shipment option label form not present,Bezorgoptie label formulier niet aanwezig
Shipping Address,Verzendadres
Shipping Methods,Verzendmethodes
Shipping Price,Verzendkosten
Show up to %s day ahead,Toon %s dag vooruit
Show up to %s days ahead,Toon %s dagen vooruit
Signature on delivery,Handtekening bij ontvangst
Something went wrong when combining PDF's,Er ging iets fout bij het combineren van PDF-bestanden
Something went wrong while importing dhl shipping rates.,Er ging iets mis bij het importeren van de DHL verzendtarieven
Something went wrong while importing table rates.,Er ging iets mis hij het importeren van de tarieven
Step 1 Recipient type,Stap 1 Ontvangertype
Step 2 Delivery method,Stap 2 Verzendmethode
Step 3 Extra services,Stap 3 Extra services
Step 4 Package choice,Stap 4 Pakket kiezen
Street name,Straatnaam
Successfully created shipments and labels for %1 orders and %2 orders failed due to errors,Zendingen en labels aangemaakt voor %1 bestellingen en mislukt voor %1 bestelling door fouten
Successfully created shipments and labels for %1 orders,Zendingen en labels aangemaakt voor %1 bestellingen
Successfully created shipments and labels for following orders: %1,Zendingen en labels aangemaakt voor de volgende bestellingen:
Successfully downloaded %1 label(s) for the following orders: %2,%1 label(s) gedownload voor de volgende bestellingen: %2
Successfully downloaded %1 order(s) and %2 order(s) did not have all labels downloaded due to errors,Labels voor %1 bestelling(en) succesvol gedownload en voor %2 bestellingen(en) konden niet alle labels gedownload worden door fouten
Successfully downloaded %1 order(s),%1 bestelling(en) gedownload
Successfully printed %1 label(s) for the following orders: %2,%1 labels geprint voor de volgende bestelling(en): %2
Successfully printed %1 order(s) and %2 order(s) did not have all labels printed due to errors,%1 bestelling(en) geprint en voor %2 bestelling(en) konden niet alle labels worden geprint door fouten
Successfully printed %1 order(s),%1 bestelling(en) geprint
Test Authentication,Test Authenticatie
The following error occurred: %1,Er ging iets mis: %1
The order confirmation email is not sent,De bestelbevestiging is niet verstuurd
The order confirmation email was sent,De bestelbevestiging is verstuurd
The recipient's age is checked (18+),De leeftijd van de ontvanger wordt gecontroleerd (18+)
This option allows you to claim the value of your shipment in case of damage or loss (up to â‚¬ 500.00).,Vergoeding tot €500 bij schade of verlies
This printer no longer exists,Deze printer bestaat niet meer
Title,Titel
Transit time,Bezorgduur
Unable to acquire any printable labels,Geen labels gevonden om te printen
Unable to create DHL shipment because the shipment you are using does not support the ability to track it. Please contact your developer or use a different delivery method,DHL zending aanmaken mislukt omdat er geen track en trace optie beschikbaar is. Gebruik een andere verzendmethode of neem contact op met uw websitebeheerder.
Unable to import data,Gegevens importen mislukt
Unable to retrieve label %1,Label %1 niet gevonden
Unable to use track and trace and therefore no labels available for shipment %1,Track en trace is niet beschikbaar en hierdoor zijn er geen labels voor zending %1
Usability,Toegankelijkheid
Use DHL Parcel label for manual shipments,Gebruik DHL Parcel label voor het handmatig aanmaken van zendingen
Variable zone pricing,Variabel tarief
View Log,Bekijk log
We ask for a signature on delivery.,Wij vragen om een handtekening bij bezorging
We couldn't import this file because of these errors: %1,Import mislukt door de volgende fouten: %1
We deliver your shipment before 11 AM.,Wij bezorgen uw zending voor 11 uur in de ochtend
We deliver your shipment in the evening.,Wij bezorgen uw zending in de avond
We deliver your shipment on Saturday.,Wij bezorgen uw zending op zaterdag
We deliver your shipment on a site under construction.,Wij bezorgen uw zending op een bouwplaats
We deliver your shipment only when the recipient pays the amount specified by you upon receipt.,Wij bezorgen uw zending wanneer de ontvanger het door u gespecificeerde bedrag betaalt
We deliver your shipment to the address of the recipient,Wij bezorgen uw zending op het adres van de ontvanger
We deliver your shipment to the recipient's nearest DHL ServicePoint,Wij bezorgen uw zending op het dichtstbijzijnde DHL ServicePoint van de ontvanger
We do not deliver at neighbours in case the recipient is not at home.,Wij bezorgen uw zending niet bij buren als de ontvanger niet thuis is
We will deliver your shipment today.,Wij bezorgen uw zending vandaag
Weight vs. Destination,Gewicht vs. Bestemming
Yes (and for bulk label creation: enable if available),Ja (voor bulk label creatie: toepassen als de optie beschikbaar is)
Yes (and for bulk label creation: must be available),Ja (voor bulk label creatie: optie moet beschikbaar zijn om label te maken)
Yes,Ja
You have selected,U hebt geselecteerd
Zebra printer,Zebra printer
Zip/Postal Code,Postcode
business,zakelijk
consumer,consument
from,van
is required.,is verplicht
successfully printed %1 label(s),%1 label(s) geprint
to,tot
(selected by customer),(Keuze van de ontvanger)
(default closest selection),(standaard dichtstbijzijnde selectie)
Automatically created DHL labels can be immediately sent to printer. Please setup and enable Print Service to use this feature,Direct printen van DHL labels. Stel een printer in voor deze optie
"Bulk action print is active, no action is necessary","Bulk printen is actief, geen actie nodig"
Print service has been activated. However to use print in bulk actions it must first be enabled. This can be found under Usability - Bulk Operations - Print labels,De printservice is geactiveerd. Schakel bulk acties in om deze optie te gebruiken. U vindt deze instellingen onder Toegankelijkheid - Bulk Acties - Print labels
For these orders.,Voor deze bestellingen.
Download DHL Labels,Download DHL Labels
Print DHL Labels,Print DHL Labels
Home delivery,Thuisbezorging
Connection to API failed.,Verbinding met de API niet mogelijk.
Standard delivery,Standaard bezorging
Do not drop off at neighbours,Niet bij buren bezorgen
Delivery in the evening,Avondbezorging
Package will also be delivered on Saturdays,We bezorgen ook op zaterdag
Deliver shipment before 11 AM,Bezorg de zending voor 11.00 uur
No neighbour,Niet bij buren
Failed to create label: %1,Niet mogelijk om label: %1 aan te maken
Failed to create label,Niet mogelijk om label aan te maken
"Failed to create label, issue occurred while creating track and trace link",Label kon niet aangemaakt worden door het ontbreken van de track en trace link
DHL ServicePoint:,DHL ServicePoint:
No ServicePoint selected,Geen DHL ServicePoint geselecteerd
DHL Label Request,DHL Label Aanvraag
Shipped By,Bezorgd door
Tracking Number,Track en tracenummer
Extra services,Extra services
Please wait...,Even wachten...
Sort Order,Sorteer op bestelling
Ship to Applicable Countries,Verstuur naar de landen die van toepassing zijn
Ship to Specific Countries,Verstuur naar bepaalde landen
Show Method if Not Applicable,Toon bezorgoptie als deze niet van mogelijk is
Displayed Error Message,Getoonde foutmelding
Minimum order amount before enabling extra assured,Minimum orderbedrag voor de optie extra zeker
Standard,Standaard
Extra service - No neighbour: Enabled,Extra service - Niet bij buren: Geactiveerd
No neighbour: Additional cost,Niet bij buren: Extra kosten
No neighbour: Minimum order amount for no cost,Niet bij buren: Minimum orderbedrag voor geen extra kosten
Extra service - Evening: Enabled,Extra service - Avondbezorging: Geactiveerd
Evening: Additional cost,Avondbezorging: Extra kosten
Evening: Minimum order amount for no cost,Avondbezorging: Minimum orderbedrag voor geen extra kosten
Extra service - Saturday: Enabled,Extra service - Zaterdagbezorging: Geactiveerd
Saturday: Additional cost,Zaterdagbezorging: Extra kosten
Saturday: Minimum order amount for no cost,Zaterdagbezorging: Minimum orderbedrag voor geen extra kosten
Extra service - Morning: Enabled,Extra service - Expressser: Geactiveerd
Morning: Additional cost,Expresser: Extra kosten
Morning: Minimum order amount for no cost,Expresser: Minimum orderbedrag voor geen extra kosten
Automatically create new shipments with DHL labels,Maak automatisch zendingen aan met DHL labels
On orderstatus,Op bestelstatus
Automatically print DHL labels,Print DHL labels automatisch
Email Templates,E-mail Templates
Shipment: Overwrite 'email/shipment/track.phtml',Zending: Overschrijf 'email/shipment/track.phtml'
Order: ServicePoint address,Bestelling: DHL ServicePoint adres
Invoice: ServicePoint address,Factuur: DHL ServicePoint adres
Save label requests,Opslaan label aanvragen
Are you sure,Weet u het zeker?
Are you sure you want these actions to be taken,Weet u zeker dat u deze acties wilt uitvoeren?
Change Status,Verander Status
Sat,Zat
Sun,Zon
Mon,Ma
Tue,Din
Wed,Woe
Thu,Don
Fri,Vr
May,Mei
Jun,Jun
Jul,Jul
Aug,Aug
Sep,Sep
Oct,Okt
Nov,Nov
Dec,Dec
Jan,Jan
Feb,Feb
Mar,Maa
Apr,Apr
"No shipping days have been set, for sameday to function this field is required","Er zijn geen verzenddagen ingesteld, dit is nodig om DHL Vandaag te gebruiken"
"Yes, but only for orders with DHL shipping methods","Ja, maar alleen voor bestellingen met DHL verzendmethodes"
"Requested column ""%1"" cannot be resolved (is the condition correct?)","Gevraagde kolom ""%1"" kan niet worden opgelost (is the conditie correct?)"
"Value for column ""%1"" not found","Geen waarde voor kolom ""%1"" gevonden"
"Create labels (only for DHL shipping methods)","Maak labels (alleen voor DHL verzendmethodes)"
"Create mailbox labels (only for DHL shipping methods)","Maak brievenbuspakket labels (alleen voor DHL verzendmethodes)"
"Service: Saturday","Service: Zaterdagbezorging"
"Auto-enable: Signature","Standaard ingeschakeld: Handtekening bij ontvangst"
"Save preferred date to 'Shipping Description'","Sla de bezorgdag-voorkeur op bij de 'Verzendmethode beschrijving'"
"Save the preferred shipping date to the order's 'Shipping Description' when a date is selected.","Sla de voorkeur bezorgdag op bij de 'Verzendmethode beschrijving' wanneer deze is gekozen door de klant."
"Discounts and shipping price","Kortingen en verzendkosten"
"Calculate shipping price after discounts","Bereken verzendkosten na het toepassen van kortingen"
"Do not apply 'free shipping' on service costs","'Gratis verzenden' niet toepassen op service toeslagen"
